GeForce GTX 650 ,0FC6,470.xx
GeForce 710M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce 705M ,1140 ,390.xx
GeForce 705M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce 710M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce GT 620M ,1140 ,390.xx
GeForce GT 620M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce GT 720M ,1140 ,390.xx
GeForce 820M ,1140 ,390.xx
GeForce 810M ,1140 ,390.xx
GeForce GTX 560 Ti ,1200,390.xx
GeForce GTX 560 ,1201,390.xx
GeForce GTX 460 SE v2 ,1203,390.xx
GeForce GTX 460 v2 ,1205,390.xx
GeForce GTX 555 ,1206,390.xx
GeForce GT 645 ,1207,390.xx
GeForce GTX 560 SE ,1208,390.xx
GeForce GTX 570M ,1210,390.xx
GeForce GTX 580M ,1211,390.xx
GeForce GTX 675M ,1212,390.xx
GeForce GTX 670M ,1213,390.xx
GeForce GT 545 ,1241,390.xx
GeForce GT 545 ,1243,390.xx
GeForce GTX 550 Ti ,1244,390.xx
GeForce GTS 450 ,1245,390.xx
GeForce GT 550M ,1246,390.xx
GeForce GT 555M ,1247,390.xx
GeForce GT 635M ,1247 ,390.xx
GeForce GT 635M ,1247 ,390.xx
GeForce GT 635M ,1247 ,390.xx
GeForce GT 555M ,1248,390.xx
GeForce GTS 450 ,1249,390.xx
GeForce GT 640 ,124B,390.xx
GeForce GT 555M ,124D,390.xx
GeForce GT 635M ,124D ,390.xx
GeForce GTX 560M ,1251,390.xx
GeForce 8800 GTX ,0191,340.xx
GeForce 8800 GTS ,0193,340.xx
GeForce 8800 Ultra ,0194,340.xx
Tesla C870 ,0197,340.xx
Quadro FX 5600 ,019D,340.xx
Quadro FX 4600 ,019E,340.xx
GeForce 8600 GTS ,0400,340.xx
GeForce 8600 GT ,0401,340.xx
GeForce 8600 GT ,0402,340.xx
GeForce 8600 GS ,0403,340.xx
GeForce 8400 GS ,0404,340.xx
GeForce 9500M GS ,0405,340.xx
GeForce 8300 GS ,0406,340.xx
GeForce 8600M GT ,0407,340.xx
GeForce 9650M GS ,0408,340.xx
GeForce 8700M GT ,0409,340.xx
Quadro FX 370 ,040A,340.xx
Quadro NVS 320M ,040B,340.xx
Quadro FX 570M ,040C,340.xx
Quadro FX 1600M ,040D,340.xx
Quadro FX 570 ,040E,340.xx
Quadro FX 1700 ,040F,340.xx
GeForce GT 330 ,0410,340.xx
GeForce 8400 SE ,0420,340.xx
GeForce 8500 GT ,0421,340.xx
GeForce 8400 GS ,0422,340.xx
GeForce 8300 GS ,0423,340.xx
GeForce 8400 GS ,0424,340.xx
GeForce 8600M GS ,0425,340.xx
GeForce 8400M GT ,0426,340.xx
GeForce 8400M GS ,0427,340.xx
GeForce 8400M G ,0428,340.xx
Quadro NVS 140M ,0429,340.xx
Quadro NVS 130M ,042A,340.xx
Quadro NVS 135M ,042B,340.xx
GeForce 9400 GT ,042C,340.xx
Quadro FX 360M ,042D,340.xx
GeForce 9300M G ,042E,340.xx
Quadro NVS 290 ,042F,340.xx
GeForce GTX 295 ,05E0,340.xx
GeForce GTX 280 ,05E1,340.xx
GeForce GTX 260 ,05E2,340.xx
GeForce GTX 285 ,05E3,340.xx
GeForce GTX 275 ,05E6,340.xx
Tesla C1060 ,05E7,340.xx
Tesla T10 Processor ,05E7 ,340.xx
Tesla T10 Processor ,05E7 ,340.xx
Tesla M1060 ,05E7 ,340.xx
Tesla M1060 ,05E7 ,340.xx
Tesla M1060 ,05E7 ,340.xx
GeForce GTX 260 ,05EA,340.xx
GeForce GTX 295 ,05EB,340.xx
Quadroplex 2200 D2 ,05ED,340.xx
Quadroplex 2200 S4 ,05F8,340.xx
Quadro CX ,05F9,340.xx
Quadro FX 5800 ,05FD,340.xx
Quadro FX 4800 ,05FE,340.xx
Quadro FX 3800 ,05FF,340.xx
GeForce 8800 GTS 512 ,0600,340.xx
GeForce 9800 GT ,0601,340.xx
GeForce 8800 GT ,0602,340.xx
GeForce GT 230 ,0603,340.xx
GeForce 9800 GX2 ,0604,340.xx
GeForce 9800 GT ,0605,340.xx
GeForce 8800 GS ,0606,340.xx
GeForce GTS 240 ,0607,340.xx
GeForce 9800M GTX ,0608,340.xx
GeForce 8800M GTS ,0609,340.xx
GeForce 8800 GS ,0609 ,340.xx
GeForce GTX 280M ,060A,340.xx
GeForce 9800M GT ,060B,340.xx
GeForce 8800M GTX ,060C,340.xx
GeForce 8800 GS ,060D,340.xx
GeForce GTX 285M ,060F,340.xx
GeForce 9600 GSO ,0610,340.xx
GeForce 8800 GT ,0611,340.xx
GeForce 9800 GTX/9800 GTX+ ,0612,340.xx
GeForce 9800 GTX+ ,0613,340.xx
GeForce 9800 GT ,0614,340.xx
GeForce GTS 250 ,0615,340.xx
GeForce 9800M GTX ,0617,340.xx
GeForce GTX 260M ,0618,340.xx
Quadro FX 4700 X2 ,0619,340.xx
Quadro FX 3700 ,061A,340.xx
Quadro VX 200 ,061B,340.xx
Quadro FX 3600M ,061C,340.xx
Quadro FX 2800M ,061D,340.xx
Quadro FX 3700M ,061E,340.xx
Quadro FX 3800M ,061F,340.xx
GeForce GT 230 ,0621,340.xx
GeForce 9600 GT ,0622,340.xx
GeForce 9600 GS ,0623,340.xx
GeForce 9600 GSO 512 ,0625,340.xx
GeForce GT 130 ,0626,340.xx
GeForce GT 140 ,0627,340.xx
GeForce 9800M GTS ,0628,340.xx
GeForce 9700M GTS ,062A,340.xx
GeForce 9800M GS ,062B,340.xx
GeForce 9800M GTS ,062C,340.xx
GeForce 9600 GT ,062D,340.xx
GeForce 9600 GT ,062E,340.xx
GeForce GT 130 ,062E ,340.xx
GeForce 9700 S ,0630,340.xx
GeForce GTS 160M ,0631,340.xx
GeForce GTS 150M ,0632,340.xx
GeForce 9600 GSO ,0635,340.xx
GeForce 9600 GT ,0637,340.xx
Quadro FX 1800 ,0638,340.xx
Quadro FX 2700M ,063A,340.xx
GeForce 9500 GT ,0640,340.xx
GeForce 9400 GT ,0641,340.xx
GeForce 9500 GT ,0643,340.xx
GeForce 9500 GS ,0644,340.xx
GeForce 9500 GS ,0645,340.xx
GeForce GT 120 ,0646,340.xx
GeForce 9600M GT ,0647,340.xx
GeForce 9600M GS ,0648,340.xx
GeForce 9600M GT ,0649,340.xx
GeForce GT 220M ,0649 ,340.xx
GeForce 9700M GT ,064A,340.xx
GeForce 9500M G ,064B,340.xx
GeForce 9650M GT ,064C,340.xx
GeForce G 110M ,0651,340.xx
GeForce GT 130M ,0652,340.xx
GeForce GT 240M LE ,0652 ,340.xx
GeForce GT 120M ,0653,340.xx
GeForce GT 220M ,0654,340.xx
GeForce GT 320M ,0654 ,340.xx
GeForce GT 320M ,0654 ,340.xx
GeForce GT 120 ,0655 ,340.xx
GeForce GT 120 ,0656 ,340.xx
Quadro FX 380 ,0658,340.xx
Quadro FX 580 ,0659,340.xx
Quadro FX 1700M ,065A,340.xx
GeForce 9400 GT ,065B,340.xx
Quadro FX 770M ,065C,340.xx
GeForce 9300 GE ,06E0,340.xx
GeForce 9300 GS ,06E1,340.xx
GeForce 8400 ,06E2,340.xx
GeForce 8400 SE ,06E3,340.xx
GeForce 8400 GS ,06E4,340.xx
GeForce 9300M GS ,06E5,340.xx
GeForce G100 ,06E6,340.xx
GeForce 9300 SE ,06E7,340.xx
GeForce 9200M GS ,06E8,340.xx
GeForce 9200M GE ,06E8 ,340.xx
GeForce 9300M GS ,06E9,340.xx
Quadro NVS 150M ,06EA,340.xx
Quadro NVS 160M ,06EB,340.xx
GeForce G 105M ,06EC,340.xx
GeForce G 103M ,06EF,340.xx
GeForce G105M ,06F1,340.xx
Quadro NVS 420 ,06F8,340.xx
Quadro FX 370 LP ,06F9,340.xx
Quadro FX 370 Low Profile ,06F9 ,340.xx
Quadro NVS 450 ,06FA,340.xx
Quadro FX 370M ,06FB,340.xx
Quadro NVS 295 ,06FD,340.xx
HICx16 + Graphics ,06FF,340.xx
HICx8 + Graphics ,06FF ,340.xx
GeForce 8200M ,0840,340.xx
GeForce 9100M G ,0844,340.xx
GeForce 8200M G ,0845,340.xx
GeForce 9200 ,0846,340.xx
GeForce 9100 ,0847,340.xx
GeForce 8300 ,0848,340.xx
GeForce 8200 ,0849,340.xx
nForce 730a ,084A,340.xx
GeForce 9200 ,084B,340.xx
nForce 980a/780a SLI ,084C,340.xx
nForce 750a SLI ,084D,340.xx
GeForce 8100 / nForce 720a ,084F,340.xx
GeForce 9400 ,0860,340.xx
GeForce 9400 ,0861,340.xx
GeForce 9400M G ,0862,340.xx
GeForce 9400M ,0863,340.xx
GeForce 9300 ,0864,340.xx
ION ,0865,340.xx
GeForce 9400M G ,0866,340.xx
GeForce 9400M ,0866 ,340.xx
GeForce 9400 ,0867,340.xx
nForce 760i SLI ,0868,340.xx
GeForce 9400 ,0869,340.xx
GeForce 9400 ,086A,340.xx
GeForce 9300 / nForce 730i ,086C,340.xx
GeForce 9200 ,086D,340.xx
GeForce 9100M G ,086E,340.xx
GeForce 8200M G ,086F,340.xx
GeForce 9400M ,0870,340.xx
GeForce 9200 ,0871,340.xx
GeForce G102M ,0872,340.xx
GeForce G205M ,0872 ,340.xx
GeForce G102M ,0873,340.xx
GeForce G205M ,0873 ,340.xx
ION ,0874,340.xx
ION ,0876,340.xx
GeForce 9400 ,087A,340.xx
ION ,087D,340.xx
ION LE ,087E,340.xx
ION LE ,087F,340.xx
GeForce 320M ,08A0,340.xx
GeForce 320M ,08A2,340.xx
GeForce 320M ,08A3,340.xx
GeForce 320M ,08A4,340.xx
GeForce 320M ,08A5,340.xx
GeForce GT 220 ,0A20,340.xx
GeForce 315 ,0A22,340.xx
GeForce 210 ,0A23,340.xx
GeForce 405 ,0A26,340.xx
GeForce 405 ,0A27,340.xx
GeForce GT 230M ,0A28,340.xx
GeForce GT 330M ,0A29,340.xx
GeForce GT 230M ,0A2A,340.xx
GeForce GT 330M ,0A2B,340.xx
NVS 5100M ,0A2C,340.xx
GeForce GT 320M ,0A2D,340.xx
GeForce GT 415 ,0A32,340.xx
GeForce GT 240M ,0A34,340.xx
GeForce GT 325M ,0A35,340.xx
Quadro 400 ,0A38,340.xx
Quadro FX 880M ,0A3C,340.xx
GeForce G210 ,0A60,340.xx
GeForce 205 ,0A62,340.xx
GeForce 310 ,0A63,340.xx
Second Generation ION ,0A64,340.xx
GeForce 210 ,0A65,340.xx
GeForce 310 ,0A66,340.xx
GeForce 315 ,0A67,340.xx
GeForce G105M ,0A68,340.xx
GeForce G105M ,0A69,340.xx
NVS 2100M ,0A6A,340.xx
NVS 3100M ,0A6C,340.xx
GeForce 305M ,0A6E,340.xx
Second Generation ION ,0A6E ,340.xx
Second Generation ION ,0A6F,340.xx
GeForce 310M ,0A70,340.xx
Second Generation ION ,0A70 ,340.xx
Second Generation ION ,0A70 ,340.xx
GeForce 305M ,0A71,340.xx
GeForce 310M ,0A72,340.xx
GeForce 305M ,0A73,340.xx
Second Generation ION ,0A73 ,340.xx
Second Generation ION ,0A73 ,340.xx
GeForce G210M ,0A74,340.xx
GeForce G210 ,0A74 ,340.xx
GeForce 310M ,0A75,340.xx
Second Generation ION ,0A75 ,340.xx
Second Generation ION ,0A76,340.xx
Quadro FX 380 LP ,0A78,340.xx
GeForce 315M ,0A7A,340.xx
GeForce 405 ,0A7A ,340.xx
GeForce 405M ,0A7A ,340.xx
GeForce 405M ,0A7A ,340.xx
GeForce 405 ,0A7A ,340.xx
GeForce 405 ,0A7A ,340.xx
GeForce 405 ,0A7A ,340.xx
GeForce 405 ,0A7A ,340.xx
GeForce 405 ,0A7A ,340.xx
GeForce 405 ,0A7A ,340.xx
GeForce 405 ,0A7A ,340.xx
Quadro FX 380M ,0A7C,340.xx
GeForce GT 330 ,0CA0,340.xx
GeForce GT 320 ,0CA2,340.xx
GeForce GT 240 ,0CA3,340.xx
GeForce GT 340 ,0CA4,340.xx
GeForce GT 220 ,0CA5,340.xx
GeForce GT 330 ,0CA7,340.xx
GeForce GTS 260M ,0CA8,340.xx
GeForce GTS 250M ,0CA9,340.xx
GeForce GT 220 ,0CAC,340.xx
GeForce GT 335M ,0CAF,340.xx
GeForce GTS 350M ,0CB0,340.xx
GeForce GTS 360M ,0CB1,340.xx
Quadro FX 1800M ,0CBC,340.xx
GeForce 9300 GS ,10C0,340.xx
GeForce 8400GS ,10C3,340.xx
GeForce 405 ,10C5,340.xx
NVS 300 ,10D8,340.xx
GeForce 6800 Ultra ,0040,304.xx
GeForce 6800 ,0041,304.xx
GeForce 6800 LE ,0042,304.xx
GeForce 6800 XE ,0043,304.xx
GeForce 6800 XT ,0044,304.xx
GeForce 6800 GT ,0045,304.xx
GeForce 6800 GT ,0046,304.xx
GeForce 6800 GS ,0047,304.xx
GeForce 6800 XT ,0048,304.xx
Quadro FX 4000 ,004E,304.xx
GeForce 7800 GTX ,0090,304.xx
GeForce 7800 GTX ,0091,304.xx
GeForce 7800 GT ,0092,304.xx
GeForce 7800 GS ,0093,304.xx
GeForce 7800 SLI ,0095,304.xx
GeForce Go 7800 ,0098,304.xx
GeForce Go 7800 GTX ,0099,304.xx
Quadro FX 4500 ,009D,304.xx
GeForce 6800 GS ,00C0,304.xx
GeForce 6800 ,00C1,304.xx
GeForce 6800 LE ,00C2,304.xx
GeForce 6800 XT ,00C3,304.xx
GeForce Go 6800 ,00C8,304.xx
GeForce Go 6800 Ultra ,00C9,304.xx
Quadro FX Go1400 ,00CC,304.xx
Quadro FX 3450/4000 SDI ,00CD,304.xx
Quadro FX 1400 ,00CE,304.xx
GeForce 6600 GT ,00F1,304.xx
GeForce 6600 ,00F2,304.xx
GeForce 6200 ,00F3,304.xx
GeForce 6600 LE ,00F4,304.xx
GeForce 7800 GS ,00F5,304.xx
GeForce 6800 GS ,00F6,304.xx
Quadro FX 3400/Quadro FX 4000 ,00F8,304.xx
GeForce 6800 Ultra ,00F9,304.xx
GeForce 6600 GT ,0140,304.xx
GeForce 6600 ,0141,304.xx
GeForce 6600 LE ,0142,304.xx
GeForce 6600 VE ,0143,304.xx
GeForce Go 6600 ,0144,304.xx
GeForce 6610 XL ,0145,304.xx
GeForce Go 6600 TE/6200 TE ,0146,304.xx
GeForce 6700 XL ,0147,304.xx
GeForce Go 6600 ,0148,304.xx
GeForce Go 6600 GT ,0149,304.xx
Quadro NVS 440 ,014A,304.xx
Quadro FX 540M ,014C,304.xx
Quadro FX 550 ,014D,304.xx
Quadro FX 540 ,014E,304.xx
GeForce 6200 ,014F,304.xx
GeForce 6500 ,0160,304.xx
GeForce 6200 TurboCache(TM) ,0161,304.xx
GeForce 6200SE TurboCache(TM) ,0162,304.xx
GeForce 6200 LE ,0163,304.xx
GeForce Go 6200 ,0164,304.xx
Quadro NVS 285 ,0165,304.xx
GeForce Go 6400 ,0166,304.xx
GeForce Go 6200 ,0167,304.xx
GeForce Go 6400 ,0168,304.xx
GeForce 6250 ,0169,304.xx
GeForce 7100 GS ,016A,304.xx
GeForce 7350 LE ,01D0,304.xx
GeForce 7300 LE ,01D1,304.xx
GeForce 7550 LE ,01D2,304.xx
GeForce 7300 SE/7200 GS ,01D3,304.xx
GeForce Go 7200 ,01D6,304.xx
GeForce Go 7300 ,01D7,304.xx
GeForce Go 7400 ,01D8,304.xx
Quadro NVS 110M ,01DA,304.xx
Quadro NVS 120M ,01DB,304.xx
Quadro FX 350M ,01DC,304.xx
GeForce 7500 LE ,01DD,304.xx
Quadro FX 350 ,01DE,304.xx
GeForce 7300 GS ,01DF,304.xx
GeForce 6800 ,0211,304.xx
GeForce 6800 LE ,0212,304.xx
GeForce 6800 GT ,0215,304.xx
GeForce 6800 XT ,0218,304.xx
GeForce 6200 ,0221,304.xx
GeForce 6200 A-LE ,0222,304.xx
GeForce 6150 ,0240,304.xx
GeForce 6150 LE ,0241,304.xx
GeForce 6100 ,0242,304.xx
GeForce Go 6150 ,0244,304.xx
Quadro NVS 210S / GeForce 6150LE ,0245,304.xx
GeForce Go 6100 ,0247,304.xx
GeForce 7900 GTX ,0290,304.xx
GeForce 7900 GT/GTO ,0291,304.xx
GeForce 7900 GS ,0292,304.xx
GeForce 7950 GX2 ,0293,304.xx
GeForce 7950 GX2 ,0294,304.xx
GeForce 7950 GT ,0295,304.xx
GeForce Go 7950 GTX ,0297,304.xx
GeForce Go 7900 GS ,0298,304.xx
Quadro NVS 510M ,0299,304.xx
Quadro FX 2500M ,029A,304.xx
Quadro FX 1500M ,029B,304.xx
Quadro FX 5500 ,029C,304.xx
Quadro FX 3500 ,029D,304.xx
Quadro FX 1500 ,029E,304.xx
Quadro FX 4500 X2 ,029F,304.xx
GeForce 7600 GT ,02E0,304.xx
GeForce 7600 GS ,02E1,304.xx
GeForce 7300 GT ,02E2,304.xx
GeForce 7900 GS ,02E3,304.xx
GeForce 7950 GT ,02E4,304.xx
GeForce 7650 GS ,038B,304.xx
GeForce 7650 GS ,0390,304.xx
GeForce 7600 GT ,0391,304.xx
GeForce 7600 GS ,0392,304.xx
GeForce 7300 GT ,0393,304.xx
GeForce 7600 LE ,0394,304.xx
GeForce 7300 GT ,0395,304.xx
GeForce Go 7700 ,0397,304.xx
GeForce Go 7600 ,0398,304.xx
GeForce Go 7600 GT ,0399,304.xx
Quadro FX 560M ,039C,304.xx
Quadro FX 560 ,039E,304.xx
GeForce 6150SE nForce 430 ,03D0,304.xx
GeForce 6100 nForce 405 ,03D1,304.xx
GeForce 6100 nForce 400 ,03D2,304.xx
GeForce 6100 nForce 420 ,03D5,304.xx
GeForce 7025 / nForce 630a ,03D6,304.xx
GeForce 7150M / nForce 630M ,0531,304.xx
GeForce 7000M / nForce 610M ,0533,304.xx
GeForce 7050 PV / nForce 630a ,053A,304.xx
GeForce 7050 PV / nForce 630a ,053B,304.xx
GeForce 7025 / nForce 630a ,053E,304.xx
GeForce 7150 / nForce 630i ,07E0,304.xx
GeForce 7100 / nForce 630i ,07E1,304.xx
GeForce 7050 / nForce 630i ,07E2,304.xx
GeForce 7050 / nForce 610i ,07E3,304.xx
GeForce 7050 / nForce 620i ,07E5,304.xx
GeForce PCX 5750 ,00FA,173.14.xx
GeForce PCX 5900 ,00FB,173.14.xx
Quadro FX 330/GeForce PCX 5300 ,00FC,173.14.xx
Quadro FX 330/Quadro NVS 280 PCI-E ,00FD,173.14.xx
Quadro FX 1300 ,00FE,173.14.xx
GeForce FX 5800 Ultra ,0301,173.14.xx
GeForce FX 5800 ,0302,173.14.xx
Quadro FX 2000 ,0308,173.14.xx
Quadro FX 1000 ,0309,173.14.xx
GeForce FX 5600 Ultra ,0311,173.14.xx
GeForce FX 5600 ,0312,173.14.xx
GeForce FX 5600XT ,0314,173.14.xx
GeForce FX Go5600 ,031A,173.14.xx
GeForce FX Go5650 ,031B,173.14.xx
Quadro FX Go700 ,031C,173.14.xx
GeForce FX 5200 ,0320,173.14.xx
GeForce FX 5200 Ultra ,0321,173.14.xx
GeForce FX 5200 ,0322,173.14.xx
GeForce FX 5200LE ,0323,173.14.xx
GeForce FX Go5200 ,0324,173.14.xx
GeForce FX Go5250 ,0325,173.14.xx
GeForce FX 5500 ,0326,173.14.xx
GeForce FX 5100 ,0327,173.14.xx
GeForce FX Go5200 32M/64M ,0328,173.14.xx
Quadro NVS 55/280 PCI ,032A,173.14.xx
Quadro FX 500/FX 600 ,032B,173.14.xx
GeForce FX Go53xx ,032C,173.14.xx
GeForce FX Go5100 ,032D,173.14.xx
GeForce FX 5900 Ultra ,0330,173.14.xx
GeForce FX 5900 ,0331,173.14.xx
GeForce FX 5900XT ,0332,173.14.xx
GeForce FX 5950 Ultra ,0333,173.14.xx
GeForce FX 5900ZT ,0334,173.14.xx
Quadro FX 3000 ,0338,173.14.xx
Quadro FX 700 ,033F,173.14.xx
GeForce FX 5700 Ultra ,0341,173.14.xx
GeForce FX 5700 ,0342,173.14.xx
GeForce FX 5700LE ,0343,173.14.xx
GeForce FX 5700VE ,0344,173.14.xx
GeForce FX Go5700 ,0347,173.14.xx
GeForce FX Go5700 ,0348,173.14.xx
Quadro FX Go1000 ,034C,173.14.xx
Quadro FX 1100 ,034E,173.14.xx
GeForce2 MX/MX 400 ,0110,96.43.xx
GeForce2 MX 100/200 ,0111,96.43.xx
GeForce2 Go ,0112,96.43.xx
Quadro2 MXR/EX/Go ,0113,96.43.xx
GeForce4 MX 460 ,0170,96.43.xx
GeForce4 MX 440 ,0171,96.43.xx
GeForce4 MX 420 ,0172,96.43.xx
GeForce4 MX 440-SE ,0173,96.43.xx
GeForce4 440 Go ,0174,96.43.xx
GeForce4 420 Go ,0175,96.43.xx
GeForce4 420 Go 32M ,0176,96.43.xx
GeForce4 460 Go ,0177,96.43.xx
Quadro4 550 XGL ,0178,96.43.xx
GeForce4 440 Go 64M ,0179,96.43.xx
Quadro NVS ,017A,96.43.xx
Quadro4 500 GoGL ,017C,96.43.xx
GeForce4 410 Go 16M ,017D,96.43.xx
GeForce4 MX 440 with AGP8X ,0181,96.43.xx
GeForce4 MX 440SE with AGP8X ,0182,96.43.xx
GeForce4 MX 420 with AGP8X ,0183,96.43.xx
GeForce4 MX 4000 ,0185,96.43.xx
Quadro4 580 XGL ,0188,96.43.xx
Quadro NVS 280 SD ,018A,96.43.xx
Quadro4 380 XGL ,018B,96.43.xx
Quadro NVS 50 PCI ,018C,96.43.xx
GeForce2 Integrated GPU ,01A0,96.43.xx
GeForce4 MX Integrated GPU ,01F0,96.43.xx
GeForce3 ,0200,96.43.xx
GeForce3 Ti 200 ,0201,96.43.xx
GeForce3 Ti 500 ,0202,96.43.xx
Quadro DCC ,0203,96.43.xx
GeForce4 Ti 4600 ,0250,96.43.xx
GeForce4 Ti 4400 ,0251,96.43.xx
GeForce4 Ti 4200 ,0253,96.43.xx
Quadro4 900 XGL ,0258,96.43.xx
Quadro4 750 XGL ,0259,96.43.xx
Quadro4 700 XGL ,025B,96.43.xx
GeForce4 Ti 4800 ,0280,96.43.xx
GeForce4 Ti 4200 with AGP8X ,0281,96.43.xx
GeForce4 Ti 4800 SE ,0282,96.43.xx
GeForce4 4200 Go ,0286,96.43.xx
Quadro4 980 XGL ,0288,96.43.xx
Quadro4 780 XGL ,0289,96.43.xx
Quadro4 700 GoGL ,028C,96.43.xx
RIVA TNT ,0020,71.86.xx
RIVA TNT2/TNT2 Pro ,0028,71.86.xx
RIVA TNT2 Ultra ,0029,71.86.xx
Vanta/Vanta LT ,002C,71.86.xx
RIVA TNT2 Model 64/Model 64 Pro ,002D,71.86.xx
Aladdin TNT2 ,00A0,71.86.xx
GeForce 256 ,0100,71.86.xx
GeForce DDR ,0101,71.86.xx
Quadro ,0103,71.86.xx
GeForce2 GTS/GeForce2 Pro ,0150,71.86.xx
GeForce2 Ti ,0151,71.86.xx
GeForce2 Ultra ,0152,71.86.xx
Quadro2 Pro ,0153,71.86.xx
